-8.60157210584	41.179576075
-8.64848789572	41.1680486034
-8.61462541766	41.1469631265
-8.66998290274	41.2371396657
-8.4565	40.4248
-8.58565682206	41.1487991701
-8.67896156406	41.1554071547
-9.1291	38.769
-8.50336666667	41.1481111111
-8.47193333333	41.33785
-8.6009	41.0924166667
-8.56608333333	41.16810625
-8.62198100437	41.1589502183
-8.63629547414	41.1407631466
-8.6647725	41.1876991667
-8.58923125	41.24275
-8.69506851064	41.1853165957
-8.6372	40.9484
-8.1985	41.3642
-8.63391812865	41.1929251462
-8.588	41.7637
-8.64379633508	41.1562157068
-8.73966470588	41.3573176471
-8.5924382151	41.161809611
-8.62022546468	41.1293762082
-8.55968	41.1397171429
-8.64382173913	41.034473913
-8.65934298643	41.1618816742
-7.7556	41.2929
-8.53379777778	41.1848155556
-8.7538	39.9485
-8.602619869	41.1560220524
-8.142	40.3903
-8.61569626866	41.1759817164
-8.3915	40.8501
-8.60624367491	41.1447166078
-8.59507754011	41.1867352941
-8.62941428571	41.1569386489
-8.276775	41.21305
-8.55609354839	41.2182887097
-8.624906	41.233542
-8.62518986784	41.1762674009
-8.65681767068	41.1721457831
-8.6888869863	41.2087191781
-8.60483058511	41.1252337766
-8.41635	41.55075
-8.52595	41.0943666667
-8.61624456094	41.1373009174
-8.66880936768	41.1761777518
-8.57017666667	41.1598138095
-8.5085	42.0709
-8.63233269231	41.1114711538
-8.65020724638	41.1493531401
-8.56612857143	41.0276428571
-8.50666470588	41.2011705882
-8.62106270754	41.1468058748
-8.53321492537	41.1431835821
-8.6828664557	41.1763025316
-8.42436666667	41.0765333333
-8.56797647059	41.1911305882
-8.828	41.6958
-7.9115	40.6596
-8.65917035573	41.1488822134
-8.70671428571	41.3101071429
-8.59886190476	41.1988285714
-8.54553454545	41.1713133333
-8.30165	41.434925
-8.55816666667	40.92455
-8.58605320856	41.1763336898
-8.6099879046	41.1600788756
-8.58944631579	41.1224073684
-8.65000434783	41.0776434783
-8.384375	41.16275
-8.58421174603	41.1624649206
-8.5161	41.4239833333
-8.57488433048	41.1435356125
-8.60464288136	41.1610374576
-8.59872357595	41.1508172468
-8.64271	41.0078516667
-8.6541826484	41.1810222831
-8.60966466754	41.1531980443
-8.71056296296	41.2006716049
-8.640536	41.1606026667
-8.61587452575	41.1416098464
-8.76396666667	41.3886
-8.64670407125	41.1782351145
-8.64901724138	41.1300172414
-8.612775	40.882775
-8.61914664247	41.1664622505
-8.67480600414	41.1499066253
